cpf;curso ;area;unidade;turno;mensalidade;situacao_pgto;forma_pgto;genero;idade;pcd;estagio;dps;pegou_certificado
4863625;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;1608;nao pago;1;F;41;sim;sim;DP;nao
3420726;tecnico em mediacao legal;juridico;Unidade Norte;manha;3304;nao pago;2;M;31;nao;sim;N/DP;sim
3773928;tecnico em Direito;juridico;Unidade Sul;manha;2447;pago;2;M;42;sim;sim;N/DP;nao
4135576;tecnico em estatistica;Exatas;Unidade Sul;Tarde;3543;pago;2;F;36;sim;sim;N/DP;sim
3402643;tecnico em Direito;juridico;Unidade Centro;Noite;1404;pago;3;M;41;nao;nao;N/DP;nao
3640262;tecnico em nutricao;saude;Unidade Norte;Tarde;2407;pago;3;M;33;nao;sim;DP;nao
4637405;tecnico em Direito;juridico;Unidade Sul;Tarde;2745;pago;1;M;35;sim;sim;N/DP;sim
3201448;tecnico em Direito;juridico;Unidade Centro;manha;1620;nao pago;2;M;19;sim;sim;N/DP;sim
3463270;tecnico em nutricao;saude;Unidade Norte;manha;1916;nao pago;1;M;34;sim;nao;N/DP;nao
3997985;tecnico em Radiologia;saude;Unidade Norte;Noite;2840;nao pago;2;M;33;nao;sim;DP;nao
3688392;tecnico em mediacao legal;juridico;Unidade Norte;manha;1723;pago;1;M;31;nao;sim;DP;sim
3048406;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;1674;pago;2;F;38;sim;sim;N/DP;sim
3427082;tecnico em gestao;Exatas;Unidade Centro;manha;2525;nao pago;3;M;44;nao;sim;DP;sim
3697452;tecnico em Enfermagem;saude;Unidade Sul;manha;2107;pago;1;F;25;sim;sim;N/DP;sim
3715681;tecnico em Direito;juridico;Unidade Sul;manha;2098;pago;1;F;24;nao;sim;N/DP;nao
3405548;tecnico em informatica;Exatas;Unidade Norte;Tarde;3128;pago;3;F;41;sim;sim;DP;sim
4240685;tecnico em estatistica;Exatas;Unidade Centro;manha;3295;pago;1;F;27;nao;nao;DP;sim
3751090;tecnico em informatica;Exatas;Unidade Sul;Tarde;1605;nao pago;1;F;20;sim;nao;DP;sim
3650383;tecnico em informatica;Exatas;Unidade Sul;Tarde;2439;nao pago;3;F;37;nao;sim;DP;nao
3753796;tecnico em estatistica;Exatas;Unidade Norte;manha;1860;nao pago;3;F;30;sim;nao;DP;sim
3320881;tecnico em gestao;Exatas;Unidade Norte;Noite;2417;pago;2;M;42;sim;nao;N/DP;nao
4970765;tecnico em mediacao legal;juridico;Unidade Centro;Noite;3921;pago;1;F;25;nao;sim;N/DP;nao
3583143;tecnico em Enfermagem;saude;Unidade Sul;manha;2192;nao pago;2;M;39;nao;sim;DP;sim
4459981;tecnico em Enfermagem;saude;Unidade Norte;manha;1803;nao pago;3;F;26;sim;nao;DP;sim
3868535;tecnico em Direito;juridico;Unidade Centro;Tarde;2355;nao pago;2;M;22;sim;nao;DP;sim
4762999;tecnico em gestao;Exatas;Unidade Sul;manha;2661;pago;1;F;30;sim;nao;DP;nao
4922860;tecnico em nutricao;saude;Unidade Norte;manha;2653;pago;2;F;20;sim;nao;N/DP;nao
3323050;tecnico em nutricao;saude;Unidade Norte;manha;1953;pago;1;M;29;sim;nao;DP;nao
4231058;tecnico em Direito;juridico;Unidade Sul;Tarde;3774;nao pago;3;M;26;nao;sim;N/DP;nao
3730672;tecnico em mediacao legal;juridico;Unidade Norte;manha;3197;pago;3;F;22;nao;nao;DP;sim
3828143;tecnico em mediacao legal;juridico;Unidade Norte;Noite;3776;pago;1;M;40;sim;nao;DP;nao
3075390;tecnico em Direito;juridico;Unidade Norte;Tarde;2306;nao pago;1;F;19;nao;sim;N/DP;nao
3703466;tecnico em Enfermagem;saude;Unidade Sul;manha;3463;pago;2;M;40;nao;sim;N/DP;nao
3774803;tecnico em Radiologia;saude;Unidade Sul;manha;2906;nao pago;2;F;27;sim;nao;N/DP;nao
3709828;tecnico em mediacao legal;juridico;Unidade Sul;manha;2488;nao pago;1;F;20;sim;sim;DP;nao
3574602;tecnico em nutricao;saude;Unidade Norte;Tarde;3718;nao pago;1;F;27;nao;sim;DP;sim
4044719;tecnico em Direito;juridico;Unidade Sul;Tarde;2164;pago;2;F;34;nao;sim;DP;nao
3394562;tecnico em estatistica;Exatas;Unidade Centro;Tarde;2376;pago;3;F;40;nao;sim;N/DP;sim
3345234;tecnico em Enfermagem;saude;Unidade Centro;Tarde;1349;pago;3;M;18;nao;nao;N/DP;sim
4523637;tecnico em informatica;Exatas;Unidade Centro;manha;1432;pago;3;F;41;nao;nao;DP;nao
3743982;tecnico em nutricao;saude;Unidade Centro;Tarde;1338;nao pago;2;F;41;sim;nao;DP;nao
3849028;tecnico em mediacao legal;juridico;Unidade Centro;Noite;3516;nao pago;2;M;23;sim;nao;DP;sim
4938891;tecnico em Radiologia;saude;Unidade Norte;Noite;3869;nao pago;2;M;20;nao;sim;DP;sim
3189252;tecnico em Direito;juridico;Unidade Sul;manha;3241;nao pago;3;F;28;sim;nao;DP;sim
4723994;tecnico em Direito;juridico;Unidade Centro;manha;1497;nao pago;2;M;42;sim;sim;DP;sim
4068149;tecnico em mediacao legal;juridico;Unidade Norte;Noite;2032;nao pago;3;M;18;sim;sim;N/DP;nao
3450807;tecnico em Enfermagem;saude;Unidade Centro;Tarde;3979;nao pago;3;M;31;sim;nao;DP;sim
4607010;tecnico em nutricao;saude;Unidade Norte;Noite;3243;nao pago;1;M;19;sim;sim;N/DP;nao
4436822;tecnico em informatica;Exatas;Unidade Centro;Noite;3098;pago;1;F;43;nao;nao;DP;sim
3378902;tecnico em nutricao;saude;Unidade Sul;manha;2113;nao pago;2;F;18;nao;nao;DP;nao
4761402;tecnico em mediacao legal;juridico;Unidade Centro;Noite;3353;nao pago;3;M;24;sim;nao;DP;nao
3754441;tecnico em nutricao;saude;Unidade Centro;Tarde;3198;nao pago;2;M;44;nao;sim;DP;sim
3451061;tecnico em Direito;juridico;Unidade Sul;manha;2198;pago;2;F;23;nao;sim;N/DP;nao
4454674;tecnico em Direito;juridico;Unidade Centro;Tarde;3259;pago;3;F;40;sim;sim;DP;nao
3033534;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;2311;nao pago;1;M;18;nao;sim;N/DP;nao
3812839;tecnico em Direito;juridico;Unidade Centro;Tarde;2043;pago;1;F;24;sim;nao;DP;sim
4380101;tecnico em Direito;juridico;Unidade Centro;Noite;2669;nao pago;1;F;37;sim;sim;N/DP;nao
4419529;tecnico em estatistica;Exatas;Unidade Norte;Tarde;3667;nao pago;3;F;22;sim;sim;N/DP;sim
4483741;tecnico em mediacao legal;juridico;Unidade Centro;manha;1425;pago;2;F;39;nao;sim;DP;nao
4130920;tecnico em Radiologia;saude;Unidade Norte;manha;1408;nao pago;2;M;27;nao;sim;DP;nao
4705726;tecnico em Enfermagem;saude;Unidade Centro;Tarde;2861;nao pago;3;M;20;nao;nao;DP;nao
3583395;tecnico em Direito;juridico;Unidade Centro;manha;3337;nao pago;3;F;32;nao;nao;DP;nao
4358065;tecnico em nutricao;saude;Unidade Sul;Noite;3352;pago;1;F;39;sim;sim;DP;nao
4425579;tecnico em informatica;Exatas;Unidade Centro;Tarde;3336;nao pago;1;F;40;nao;nao;DP;nao
4886824;tecnico em Direito;juridico;Unidade Sul;manha;3581;nao pago;3;F;35;sim;nao;N/DP;nao
3887908;tecnico em Direito;juridico;Unidade Norte;manha;1524;nao pago;2;M;32;nao;nao;DP;nao
4530501;tecnico em mediacao legal;juridico;Unidade Centro;manha;2046;pago;1;M;18;nao;nao;N/DP;nao
3175951;tecnico em nutricao;saude;Unidade Centro;Tarde;2790;nao pago;2;F;29;nao;sim;DP;nao
3552927;tecnico em gestao;Exatas;Unidade Sul;Tarde;1910;pago;3;F;37;nao;sim;DP;nao
3052025;tecnico em nutricao;saude;Unidade Sul;Tarde;1808;nao pago;2;F;42;nao;sim;DP;nao
3919200;tecnico em nutricao;saude;Unidade Centro;Noite;2850;pago;1;M;43;nao;sim;DP;nao
4191231;tecnico em mediacao legal;juridico;Unidade Centro;manha;2777;nao pago;1;F;22;nao;sim;DP;nao
4084442;tecnico em Direito;juridico;Unidade Norte;Tarde;3519;pago;1;F;26;sim;nao;N/DP;sim
4967215;tecnico em Enfermagem;saude;Unidade Sul;Tarde;2336;nao pago;2;F;26;nao;sim;DP;sim
3273812;tecnico em gestao;Exatas;Unidade Norte;Noite;1607;pago;1;M;36;nao;nao;DP;sim
4458944;tecnico em estatistica;Exatas;Unidade Norte;Noite;2825;nao pago;1;M;24;sim;nao;DP;nao
3238594;tecnico em Enfermagem;saude;Unidade Sul;Noite;2341;nao pago;3;F;40;sim;sim;N/DP;nao
3123343;tecnico em estatistica;Exatas;Unidade Sul;manha;2968;pago;3;F;22;sim;nao;DP;sim
4777023;tecnico em nutricao;saude;Unidade Sul;Noite;1422;pago;1;M;37;sim;nao;N/DP;nao
3731643;tecnico em Radiologia;saude;Unidade Norte;manha;2438;nao pago;2;F;35;sim;nao;DP;nao
4843540;tecnico em nutricao;saude;Unidade Sul;Tarde;3609;pago;2;M;32;nao;sim;N/DP;sim
3796033;tecnico em Enfermagem;saude;Unidade Centro;Noite;3112;pago;2;F;38;sim;nao;N/DP;nao
3212116;tecnico em informatica;Exatas;Unidade Centro;manha;2191;pago;3;F;35;nao;sim;DP;nao
3743270;tecnico em Radiologia;saude;Unidade Centro;Noite;2586;pago;1;M;23;nao;nao;DP;nao
3859721;tecnico em estatistica;Exatas;Unidade Sul;Tarde;3609;pago;3;F;27;nao;sim;N/DP;sim
4448240;tecnico em nutricao;saude;Unidade Centro;manha;2634;nao pago;3;F;35;sim;sim;DP;nao
3545493;tecnico em informatica;Exatas;Unidade Centro;manha;3098;nao pago;1;M;43;nao;sim;DP;nao
3077414;tecnico em Radiologia;saude;Unidade Sul;Noite;3628;nao pago;3;M;22;sim;sim;DP;sim
4690947;tecnico em Radiologia;saude;Unidade Centro;Tarde;1898;nao pago;3;F;26;nao;sim;N/DP;nao
4025673;tecnico em gestao;Exatas;Unidade Norte;Tarde;2728;pago;3;M;25;nao;sim;N/DP;sim
4271788;tecnico em mediacao legal;juridico;Unidade Centro;manha;3274;nao pago;1;M;38;nao;sim;DP;sim
4567418;tecnico em Enfermagem;saude;Unidade Centro;Tarde;3136;nao pago;2;M;44;sim;sim;DP;nao
4787439;tecnico em Radiologia;saude;Unidade Sul;manha;1430;pago;1;M;28;nao;nao;DP;sim
3395966;tecnico em gestao;Exatas;Unidade Centro;manha;2720;nao pago;3;M;18;sim;sim;DP;sim
3627752;tecnico em gestao;Exatas;Unidade Centro;Tarde;1946;nao pago;2;M;24;nao;sim;N/DP;nao
3833497;tecnico em Direito;juridico;Unidade Centro;Tarde;3992;pago;3;M;28;nao;nao;DP;sim
3144956;tecnico em Direito;juridico;Unidade Norte;Noite;3228;pago;1;M;43;sim;sim;DP;nao
4559535;tecnico em Radiologia;saude;Unidade Norte;Tarde;1689;nao pago;2;M;35;nao;sim;N/DP;sim
3567891;tecnico em nutricao;saude;Unidade Centro;Noite;3959;pago;1;M;18;nao;nao;DP;nao
4590044;tecnico em Enfermagem;saude;Unidade Sul;manha;2854;nao pago;3;M;21;sim;nao;N/DP;sim
4202001;tecnico em Direito;juridico;Unidade Sul;Tarde;3897;pago;2;M;21;nao;sim;DP;sim
3054453;tecnico em nutricao;saude;Unidade Sul;Noite;3776;nao pago;2;M;40;nao;nao;DP;nao
4617694;tecnico em estatistica;Exatas;Unidade Sul;manha;1649;pago;3;M;29;nao;sim;N/DP;sim
3206974;tecnico em gestao;Exatas;Unidade Norte;manha;3272;pago;1;F;30;nao;nao;DP;nao
3858641;tecnico em estatistica;Exatas;Unidade Centro;Noite;2188;nao pago;2;F;41;sim;nao;N/DP;nao
3526498;tecnico em estatistica;Exatas;Unidade Norte;manha;1869;nao pago;1;M;37;sim;nao;DP;sim
3006177;tecnico em informatica;Exatas;Unidade Centro;Tarde;3149;pago;2;F;19;nao;nao;N/DP;sim
3631994;tecnico em estatistica;Exatas;Unidade Sul;manha;2405;pago;3;M;35;nao;nao;N/DP;sim
3774079;tecnico em Radiologia;saude;Unidade Centro;Noite;3685;nao pago;3;M;36;sim;sim;N/DP;sim
3578485;tecnico em estatistica;Exatas;Unidade Centro;Tarde;2642;nao pago;3;F;30;sim;nao;DP;nao
4766853;tecnico em Direito;juridico;Unidade Centro;Noite;3526;nao pago;3;F;36;nao;sim;N/DP;sim
3684396;tecnico em mediacao legal;juridico;Unidade Sul;manha;3383;pago;2;F;27;sim;sim;N/DP;sim
3808873;tecnico em Direito;juridico;Unidade Sul;Tarde;2482;nao pago;1;M;33;nao;sim;DP;nao
4678630;tecnico em Direito;juridico;Unidade Centro;manha;3525;nao pago;1;F;36;nao;nao;N/DP;nao
3269838;tecnico em Radiologia;saude;Unidade Norte;Noite;2493;pago;3;F;38;sim;nao;N/DP;sim
4729954;tecnico em gestao;Exatas;Unidade Sul;Tarde;2345;nao pago;1;F;35;nao;nao;N/DP;nao
3021090;tecnico em Enfermagem;saude;Unidade Sul;Tarde;2296;pago;1;F;33;nao;sim;N/DP;nao
4194621;tecnico em Direito;juridico;Unidade Norte;Noite;3012;nao pago;3;M;26;nao;nao;DP;sim
3796098;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;1792;nao pago;2;F;22;sim;nao;N/DP;nao
3844380;tecnico em gestao;Exatas;Unidade Centro;Noite;1341;pago;2;M;45;sim;nao;DP;nao
3687734;tecnico em Enfermagem;saude;Unidade Sul;manha;3034;nao pago;1;F;36;nao;sim;DP;nao
4965187;tecnico em Radiologia;saude;Unidade Norte;Noite;3137;pago;2;M;27;sim;sim;DP;nao
4019109;tecnico em informatica;Exatas;Unidade Norte;manha;2351;pago;3;M;29;nao;sim;DP;sim
4501319;tecnico em informatica;Exatas;Unidade Norte;Tarde;3757;nao pago;2;M;29;sim;nao;N/DP;sim
3999812;tecnico em nutricao;saude;Unidade Norte;Noite;1369;nao pago;3;M;44;sim;nao;N/DP;sim
3230216;tecnico em mediacao legal;juridico;Unidade Centro;Tarde;1638;nao pago;2;M;39;nao;nao;DP;nao
4596513;tecnico em gestao;Exatas;Unidade Centro;manha;3659;nao pago;3;M;35;sim;nao;DP;sim
4512333;tecnico em Enfermagem;saude;Unidade Centro;Tarde;2797;pago;3;F;22;sim;nao;N/DP;nao
4149066;tecnico em mediacao legal;juridico;Unidade Centro;Noite;1524;nao pago;1;M;18;nao;sim;N/DP;sim
4211537;tecnico em estatistica;Exatas;Unidade Norte;Noite;1315;pago;3;F;29;sim;sim;DP;sim
4007021;tecnico em Radiologia;saude;Unidade Centro;Tarde;2667;pago;3;F;40;sim;nao;DP;nao
3471598;tecnico em Radiologia;saude;Unidade Centro;Tarde;3851;pago;2;F;34;nao;sim;DP;nao
3430170;tecnico em nutricao;saude;Unidade Centro;Noite;2361;nao pago;1;F;25;sim;sim;DP;sim
4934039;tecnico em informatica;Exatas;Unidade Sul;Noite;3189;pago;2;F;32;sim;nao;N/DP;nao
3553479;tecnico em Enfermagem;saude;Unidade Norte;Tarde;3932;pago;1;M;41;nao;sim;N/DP;sim
4978222;tecnico em nutricao;saude;Unidade Sul;Tarde;2424;pago;3;M;25;nao;sim;N/DP;nao
4573050;tecnico em estatistica;Exatas;Unidade Sul;Noite;3472;pago;2;M;43;nao;sim;N/DP;sim
4148431;tecnico em nutricao;saude;Unidade Centro;manha;3730;pago;2;F;28;sim;nao;N/DP;sim
3150699;tecnico em mediacao legal;juridico;Unidade Sul;manha;1443;nao pago;3;F;28;sim;sim;N/DP;nao
4691146;tecnico em Enfermagem;saude;Unidade Sul;manha;3419;nao pago;1;M;43;nao;sim;N/DP;nao
3131023;tecnico em nutricao;saude;Unidade Centro;manha;3637;nao pago;3;F;43;sim;sim;N/DP;sim
3275451;tecnico em mediacao legal;juridico;Unidade Norte;manha;2723;pago;1;M;23;sim;nao;N/DP;sim
4732699;tecnico em mediacao legal;juridico;Unidade Centro;Noite;3340;pago;3;F;36;sim;sim;DP;sim
3983453;tecnico em informatica;Exatas;Unidade Sul;manha;3110;nao pago;1;F;28;nao;nao;N/DP;nao
4431843;tecnico em Radiologia;saude;Unidade Norte;manha;3979;nao pago;1;F;41;sim;nao;DP;nao
3488249;tecnico em nutricao;saude;Unidade Centro;Noite;2000;pago;2;M;25;nao;nao;N/DP;sim
3840866;tecnico em mediacao legal;juridico;Unidade Centro;Noite;2624;pago;1;M;28;sim;sim;DP;nao
3134726;tecnico em gestao;Exatas;Unidade Sul;Noite;3323;nao pago;2;M;23;nao;sim;DP;sim
3618015;tecnico em Enfermagem;saude;Unidade Centro;Tarde;3954;pago;2;M;33;sim;sim;N/DP;sim
3797875;tecnico em nutricao;saude;Unidade Norte;Noite;2229;nao pago;1;F;32;nao;nao;N/DP;nao
4026274;tecnico em nutricao;saude;Unidade Centro;Noite;1726;nao pago;2;F;26;nao;nao;DP;sim
4409512;tecnico em Enfermagem;saude;Unidade Norte;manha;2819;pago;3;M;23;nao;sim;DP;sim
3692441;tecnico em Radiologia;saude;Unidade Centro;Noite;3566;nao pago;1;M;43;sim;sim;DP;sim
3521852;tecnico em mediacao legal;juridico;Unidade Sul;manha;3777;nao pago;3;F;44;sim;sim;N/DP;nao
4511731;tecnico em mediacao legal;juridico;Unidade Norte;Noite;3722;nao pago;1;F;44;sim;nao;N/DP;sim
3593542;tecnico em Direito;juridico;Unidade Sul;manha;2796;pago;3;F;28;nao;nao;N/DP;nao
3708081;tecnico em Radiologia;saude;Unidade Norte;Tarde;1934;nao pago;3;F;18;nao;sim;N/DP;sim
3392317;tecnico em Direito;juridico;Unidade Sul;Tarde;3633;nao pago;2;F;31;sim;nao;N/DP;sim
3842327;tecnico em Enfermagem;saude;Unidade Sul;manha;2570;nao pago;3;M;45;sim;sim;DP;sim
3377304;tecnico em Direito;juridico;Unidade Centro;Noite;3655;nao pago;1;M;36;nao;sim;N/DP;sim
4434759;tecnico em informatica;Exatas;Unidade Centro;manha;2494;nao pago;1;M;38;sim;sim;N/DP;sim
4924786;tecnico em informatica;Exatas;Unidade Sul;manha;2806;pago;1;F;31;nao;nao;N/DP;sim
3531298;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;3918;pago;3;F;28;nao;nao;DP;sim
4737334;tecnico em Direito;juridico;Unidade Norte;Tarde;2464;pago;1;F;27;nao;nao;N/DP;nao
3532114;tecnico em Direito;juridico;Unidade Norte;manha;1434;pago;1;M;22;sim;sim;N/DP;nao
4119136;tecnico em informatica;Exatas;Unidade Sul;Noite;2661;pago;1;F;20;nao;nao;N/DP;sim
4422035;tecnico em informatica;Exatas;Unidade Sul;Tarde;2114;nao pago;3;F;20;nao;sim;DP;nao
3649071;tecnico em Direito;juridico;Unidade Sul;manha;3273;pago;2;F;35;sim;nao;N/DP;nao
3833919;tecnico em nutricao;saude;Unidade Norte;manha;2134;pago;1;M;37;nao;sim;N/DP;nao
3197945;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;3190;nao pago;2;F;24;nao;nao;N/DP;sim
4030754;tecnico em nutricao;saude;Unidade Centro;Tarde;3971;pago;2;F;31;sim;sim;N/DP;sim
3254941;tecnico em Radiologia;saude;Unidade Sul;Noite;1523;pago;3;M;38;sim;nao;DP;nao
4251684;tecnico em mediacao legal;juridico;Unidade Norte;manha;2098;nao pago;3;M;29;nao;sim;DP;nao
3843962;tecnico em Radiologia;saude;Unidade Sul;Tarde;3577;pago;1;F;38;sim;nao;N/DP;nao
4511182;tecnico em mediacao legal;juridico;Unidade Centro;manha;1878;nao pago;3;F;38;nao;nao;DP;sim
4512821;tecnico em estatistica;Exatas;Unidade Norte;manha;1823;nao pago;3;F;37;nao;nao;DP;sim
3169800;tecnico em mediacao legal;juridico;Unidade Norte;manha;2753;nao pago;2;M;31;sim;sim;N/DP;sim
3455247;tecnico em mediacao legal;juridico;Unidade Sul;Tarde;3975;nao pago;1;F;36;sim;nao;DP;sim
4156653;tecnico em Enfermagem;saude;Unidade Norte;Tarde;3938;pago;2;F;21;nao;sim;N/DP;nao
4017948;tecnico em informatica;Exatas;Unidade Centro;manha;1708;nao pago;2;F;30;nao;nao;N/DP;sim
4995784;tecnico em nutricao;saude;Unidade Sul;manha;3388;pago;1;M;26;sim;nao;DP;sim
3829315;tecnico em Direito;juridico;Unidade Sul;Noite;1344;nao pago;2;F;30;nao;sim;N/DP;nao
3266116;tecnico em gestao;Exatas;Unidade Sul;Noite;2130;pago;1;F;26;sim;sim;N/DP;sim
3164548;tecnico em Direito;juridico;Unidade Centro;Noite;2303;nao pago;3;F;40;sim;nao;DP;nao
4448200;tecnico em Enfermagem;saude;Unidade Centro;manha;3705;nao pago;1;F;41;sim;sim;DP;nao
4463678;tecnico em mediacao legal;juridico;Unidade Sul;manha;3896;pago;1;F;22;nao;sim;DP;nao
4126436;tecnico em gestao;Exatas;Unidade Norte;Noite;3292;nao pago;1;F;25;sim;sim;N/DP;nao
4485674;tecnico em gestao;Exatas;Unidade Sul;Noite;1512;nao pago;3;F;41;nao;sim;DP;sim
4890535;tecnico em estatistica;Exatas;Unidade Sul;manha;2871;pago;3;F;27;sim;sim;N/DP;nao
4249158;tecnico em mediacao legal;juridico;Unidade Norte;Tarde;2428;pago;1;M;45;sim;nao;N/DP;nao
3888330;tecnico em estatistica;Exatas;Unidade Centro;manha;3561;pago;3;F;18;nao;nao;DP;nao
4019576;tecnico em mediacao legal;juridico;Unidade Centro;manha;2456;nao pago;3;M;39;sim;sim;N/DP;sim
3758041;tecnico em mediacao legal;juridico;Unidade Centro;Noite;1627;nao pago;2;M;21;nao;sim;N/DP;nao
4036888;tecnico em estatistica;Exatas;Unidade Norte;Noite;2329;nao pago;1;M;38;sim;nao;DP;nao
4320878;tecnico em gestao;Exatas;Unidade Sul;Noite;2309;nao pago;2;F;33;sim;nao;DP;sim
4101282;tecnico em Direito;juridico;Unidade Norte;Noite;1359;pago;2;F;40;nao;sim;N/DP;sim
3511319;tecnico em mediacao legal;juridico;Unidade Centro;manha;3828;pago;2;M;20;nao;sim;N/DP;sim
3253941;tecnico em Enfermagem;saude;Unidade Sul;Tarde;1520;pago;2;F;20;sim;sim;DP;nao
4713033;tecnico em gestao;Exatas;Unidade Centro;Noite;2461;pago;2;F;45;sim;nao;N/DP;nao
4361947;tecnico em mediacao legal;juridico;Unidade Sul;manha;3446;nao pago;1;F;32;sim;nao;N/DP;sim
4402624;tecnico em Direito;juridico;Unidade Sul;Noite;2956;pago;1;F;42;sim;sim;N/DP;sim
4973262;tecnico em Direito;juridico;Unidade Norte;manha;2623;nao pago;3;F;37;nao;sim;N/DP;nao
3245255;tecnico em Direito;juridico;Unidade Centro;Tarde;3998;nao pago;2;F;44;sim;sim;N/DP;sim
3679900;tecnico em mediacao legal;juridico;Unidade Norte;Noite;3328;pago;2;F;30;nao;sim;N/DP;sim
3483003;tecnico em Enfermagem;saude;Unidade Centro;Tarde;2819;pago;2;F;42;nao;sim;N/DP;sim
3084640;tecnico em Direito;juridico;Unidade Centro;Noite;3954;pago;3;F;43;sim;sim;N/DP;nao
3392168;tecnico em informatica;Exatas;Unidade Centro;Tarde;3280;nao pago;3;F;24;sim;nao;N/DP;nao
4140882;tecnico em gestao;Exatas;Unidade Sul;Tarde;3720;nao pago;2;F;44;sim;sim;N/DP;sim
3023719;tecnico em Enfermagem;saude;Unidade Sul;Noite;3580;nao pago;2;M;18;sim;nao;DP;sim
3179556;tecnico em informatica;Exatas;Unidade Norte;Tarde;1959;nao pago;2;F;33;sim;sim;DP;nao
3734132;tecnico em informatica;Exatas;Unidade Centro;manha;3755;pago;3;M;27;sim;nao;DP;sim
3694464;tecnico em estatistica;Exatas;Unidade Centro;Noite;3716;nao pago;2;M;42;nao;nao;DP;nao
4806350;tecnico em mediacao legal;juridico;Unidade Norte;manha;1982;pago;3;F;43;sim;sim;N/DP;sim
4495032;tecnico em Direito;juridico;Unidade Norte;Tarde;3132;nao pago;1;M;20;nao;sim;DP;sim
3914532;tecnico em Radiologia;saude;Unidade Norte;Noite;3003;nao pago;2;F;18;nao;sim;DP;sim
3216259;tecnico em estatistica;Exatas;Unidade Sul;Tarde;1762;nao pago;3;M;43;nao;sim;N/DP;nao
3267014;tecnico em Radiologia;saude;Unidade Sul;Tarde;3482;nao pago;3;F;20;nao;sim;DP;nao
4838800;tecnico em gestao;Exatas;Unidade Norte;Tarde;3547;nao pago;3;F;26;nao;nao;DP;nao
3633078;tecnico em Direito;juridico;Unidade Sul;manha;3000;nao pago;2;M;39;sim;sim;N/DP;nao
4004108;tecnico em Direito;juridico;Unidade Norte;manha;1514;pago;2;F;34;sim;nao;N/DP;nao
3590734;tecnico em Radiologia;saude;Unidade Norte;manha;2490;pago;1;M;24;nao;nao;DP;sim
4157048;tecnico em Radiologia;saude;Unidade Norte;manha;1578;nao pago;3;M;22;sim;nao;N/DP;sim
3409526;tecnico em gestao;Exatas;Unidade Norte;Noite;2931;nao pago;2;F;25;nao;nao;DP;sim
4517710;tecnico em Radiologia;saude;Unidade Sul;Tarde;3551;nao pago;2;M;43;nao;nao;N/DP;sim
4822659;tecnico em Radiologia;saude;Unidade Norte;manha;1579;pago;2;F;36;nao;sim;DP;sim
3433253;tecnico em informatica;Exatas;Unidade Norte;manha;3540;pago;2;F;37;nao;nao;N/DP;nao
4117036;tecnico em Direito;juridico;Unidade Centro;Noite;3263;nao pago;1;F;26;nao;nao;DP;sim
4914627;tecnico em estatistica;Exatas;Unidade Centro;Tarde;2764;pago;1;F;27;sim;sim;N/DP;nao
4187853;tecnico em informatica;Exatas;Unidade Sul;manha;1937;nao pago;1;F;28;nao;sim;DP;sim
3692783;tecnico em gestao;Exatas;Unidade Norte;manha;2011;pago;1;F;35;sim;sim;DP;nao
3336897;tecnico em estatistica;Exatas;Unidade Centro;manha;2366;nao pago;2;M;26;nao;sim;DP;nao
3807385;tecnico em Direito;juridico;Unidade Norte;manha;3406;pago;2;M;26;nao;nao;N/DP;sim
3794236;tecnico em Enfermagem;saude;Unidade Centro;Noite;3069;pago;3;F;37;sim;sim;DP;sim
3918165;tecnico em gestao;Exatas;Unidade Centro;Noite;3161;nao pago;2;F;35;sim;sim;DP;nao
4720223;tecnico em Direito;juridico;Unidade Centro;Noite;1962;pago;2;F;38;sim;nao;N/DP;sim
4127959;tecnico em Radiologia;saude;Unidade Centro;Tarde;2340;nao pago;3;F;29;nao;sim;DP;sim
4294100;tecnico em informatica;Exatas;Unidade Sul;manha;2183;nao pago;3;F;32;nao;sim;DP;nao
4751122;tecnico em informatica;Exatas;Unidade Norte;Noite;2945;pago;1;M;25;nao;sim;N/DP;sim
4950382;tecnico em nutricao;saude;Unidade Sul;manha;3041;pago;2;M;19;nao;sim;N/DP;nao
4239248;tecnico em Enfermagem;saude;Unidade Centro;Noite;1661;nao pago;3;F;24;sim;nao;DP;sim
4815111;tecnico em Direito;juridico;Unidade Sul;Noite;2382;nao pago;2;M;34;nao;sim;N/DP;sim
3349051;tecnico em Enfermagem;saude;Unidade Sul;Noite;2178;pago;2;F;24;nao;sim;DP;sim
4396032;tecnico em Direito;juridico;Unidade Centro;Noite;2088;pago;1;M;18;sim;nao;DP;sim
3132612;tecnico em Radiologia;saude;Unidade Sul;Noite;2692;nao pago;3;F;30;nao;nao;N/DP;sim
4667932;tecnico em Enfermagem;saude;Unidade Sul;Noite;2648;pago;3;F;24;nao;nao;DP;nao
4430458;tecnico em Direito;juridico;Unidade Centro;Noite;2491;pago;1;F;33;nao;nao;N/DP;nao
4542821;tecnico em mediacao legal;juridico;Unidade Centro;Noite;2679;nao pago;1;F;28;nao;sim;DP;sim
